"model_bad_id","model_good_id","model_bad_name","model_bad_step","model_good_name","model_good_step","reward_bad","reward_good"
"1","80","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P1","51200000","89.482","30.518"
"1","81","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P1","64000000","89.877","30.123000000000005"
"1","82","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P1","76800000","89.14","30.86"
"1","83","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P1","80000000","89.291","30.709000000000003"
"1","84","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P1","12800000","92.183","27.816999999999993"
"1","85","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P1","25600000","90.091","29.909000000000006"
"1","86","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P1","38400000","90.803","29.197000000000003"
"1","87","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P1","51200000","88.611","31.388999999999996"
"1","88","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P1","64000000","88.095","31.905"
"1","89","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P1","76800000","88.103","31.897000000000006"
"1","90","RNN h=128 m=128 P2","76800128","RNN h=32 m=64 P1","80000000","88.293","31.706999999999994"
"1","91","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P1","12800000","93.093","26.906999999999996"
"1","92","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P1","25600000","89.928","30.072000000000003"
"1","93","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P1","38400000","90.052","29.947999999999993"
"1","94","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P1","51200000","90.319","29.680999999999997"
"1","95","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P1","64000000","90.804","29.195999999999998"
"1","96","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P1","76800000","90.142","29.858000000000004"
"1","97","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P1","80000000","90.375","29.625"
"1","98","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P1","12800000","93.803","26.197000000000003"
"1","99","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P1","25600000","88.816","31.183999999999997"
"1","100","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P1","38400000","91.412","28.587999999999994"
"1","101","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P1","51200000","88.388","31.611999999999995"
"1","102","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P1","64000000","87.355","32.644999999999996"
"1","103","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P1","76800000","88.636","31.364000000000004"
"1","104","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P1","80000000","88.442","31.558000000000007"
"1","105","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P1","12800000","93.616","26.384"
"1","106","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P1","25600000","91.85","28.150000000000006"
"1","107","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P1","38400000","88.214","31.786"
"1","108","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P1","51200000","90.756","29.244"
"1","109","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P1","64000000","88.315","31.685000000000002"
"1","110","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P1","76800000","87.701","32.29900000000001"
"1","111","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P1","80000000","87.554","32.446"
"1","112","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P1","12800000","91.363","28.637"
"1","113","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P1","25600000","90.236","29.763999999999996"
"1","114","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P1","38400000","90.655","29.345"
"1","115","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P1","51200000","89.683","30.316999999999993"
"1","116","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P1","64000000","87.243","32.757000000000005"
"1","117","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P1","76800000","88.002","31.998000000000005"
"1","118","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P1","80000000","87.997","32.003"
"1","119","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P1","12800000","90.051","29.948999999999998"
"1","120","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P1","25600000","90.447","29.552999999999997"
"1","121","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P1","38400000","90.795","29.205"
